ts,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133
1177842462,0.49643147,0.38730448,0.5380357,0.35197562,0.45855853,0.35522503,0.5718445,0.37268105,0.43545762,0.3796214,0.675998,0.56755996,0.37310427,0.56549996,0.68615097,0.87696844,0.2362549,0.7951492,0.4029499,0.7479683,0.3646418,0.8267752,0.61162853,1.0,0.40798116,1.0,0.5981178,1.0,0.3760684,1.0,0.58035165,1.0,0.36756876,1.0,0.5325918,0.42717057,0.47075072,0.428264,0.31765947,0.7555443,0.39995414,0.8675804,0.3062701,0.73184127,0.4250981,0.8409984,0.33545,0.73097605,0.4063622,0.8198479,0.4829301,0.75832754,0.43266022,0.74923795,0.38381225,0.73610014,0.35012335,0.7220919,0.3214248,0.7158593,0.35355124,0.7028733,0.29549825,0.72519135,0.25853497,0.7445818,0.22956705,0.7567492,0.3610331,0.698266,0.28753376,0.72911525,0.2418408,0.7513041,0.20925191,0.7674661,0.37210602,0.71024054,0.29653773,0.730927,0.2527612,0.7488702,0.21871197,0.76003885,0.3834108,0.732272,0.32999265,0.73420477,0.29624537,0.74071693,0.26639766,0.7461143,0.3662154,0.8411402,0.4150917,0.85747063,0.46342647,0.87074715,0.49974823,0.885869,0.53443193,0.89229804,0.47929564,0.81053287,0.49736178,0.8864009,0.476679,0.9059432,0.46272033,0.8955975,0.44401294,0.81068915,0.4644358,0.90501857,0.44496763,0.9133979,0.43613338,0.89558315,0.40761063,0.82405996,0.42910388,0.91266555,0.41639754,0.91636497,0.40985632,0.8997157,0.37339643,0.8419692,0.3957348,0.91093594,0.3969128,0.9199907,0.3955065,0.9129595
1177842805,0.50000024,0.38587087,0.54135257,0.3509706,0.46157476,0.3532949,0.57548743,0.37271318,0.4384567,0.3753198,0.6803571,0.5679357,0.36760518,0.56727934,0.7001887,0.89037544,0.2314037,0.8161003,0.4432452,0.74975085,0.37745965,0.808237,0.62047905,1.0,0.4042829,1.0,0.612688,1.0,0.38469285,1.0,0.6021581,1.0,0.38160875,1.0,0.5336526,0.42606044,0.47226876,0.42679363,0.37274864,0.75777,0.42470792,0.85513973,0.3566785,0.73276734,0.44484818,0.801706,0.38478127,0.7316395,0.43124834,0.7947837,0.5303958,0.766834,0.47088516,0.76015574,0.41469905,0.7417734,0.373998,0.72019213,0.34200886,0.70264226,0.40677044,0.70707124,0.34144136,0.7303383,0.30286017,0.74904317,0.27088392,0.7664467,0.41910642,0.70986754,0.33953875,0.73669875,0.29392067,0.7588304,0.26002255,0.7793553,0.43525192,0.72468185,0.35797548,0.74139285,0.31360072,0.75866216,0.28016973,0.7745316,0.45248404,0.74679583,0.40410018,0.74718285,0.36935115,0.75063163,0.33701926,0.75507975,0.3601443,0.85206497,0.41532093,0.86720866,0.45906082,0.8789149,0.48993182,0.8916054,0.5269887,0.89590645,0.46866864,0.81904674,0.4937295,0.890159,0.4727786,0.9071867,0.45526296,0.9011993,0.43235525,0.8233364,0.460965,0.91286284,0.4395515,0.9161655,0.42851636,0.89817953,0.39682442,0.83773607,0.42175153,0.92164636,0.40658748,0.916754,0.3994177,0.8951028,0.36571556,0.8565556,0.38730356,0.9169109,0.38626435,0.9165041,0.38270083,0.90236115
1177843224,0.49965838,0.38388094,0.5414898,0.34691712,0.46188003,0.3520875,0.57656,0.3670312,0.43945283,0.3749544,0.6961504,0.57170093,0.36182994,0.5689321,0.74286854,0.9216929,0.23166794,0.8351657,0.56568253,0.7779085,0.326367,0.8400857,0.6182919,1.0,0.3915033,1.0,0.6212502,1.0,0.37685072,1.0,0.60485864,1.0,0.3713374,1.0,0.53431356,0.4223732,0.4723064,0.42518014,0.49161446,0.76878816,0.34844255,0.87334424,0.47544372,0.7379214,0.37173796,0.82909375,0.49535593,0.7396343,0.37007353,0.81906533,0.5862158,0.784788,0.5210275,0.78308314,0.46582785,0.7546123,0.4275366,0.72656775,0.4015475,0.699977,0.4845276,0.70010114,0.41576868,0.7214613,0.37783697,0.73728234,0.3479407,0.7530742,0.49943006,0.7085875,0.41884926,0.731855,0.377292,0.75282615,0.34541246,0.7724285,0.5154985,0.7277234,0.440694,0.7468321,0.40139228,0.76377714,0.37070444,0.77856046,0.53011316,0.75628304,0.4877225,0.7576524,0.45932752,0.7599222,0.43174833,0.76232094,0.36470443,0.85827,0.41380018,0.87317616,0.4468283,0.88030666,0.46631515,0.89203525,0.49903864,0.89666796,0.44176757,0.8308023,0.4677362,0.89490205,0.45232368,0.90735954,0.4353214,0.9049062,0.40757164,0.8379115,0.43507683,0.9192621,0.4206519,0.9194644,0.40991363,0.9033213,0.37307012,0.8515219,0.39828888,0.9242058,0.38585752,0.9149292,0.37941337,0.8921765,0.3457949,0.8675369,0.35864073,0.9180347,0.35945937,0.91470146,0.36086893,0.8981174
1177843389,0.49907833,0.38867298,0.541429,0.34766743,0.4618457,0.3541053,0.5767191,0.3669882,0.43910468,0.3754206,0.7028422,0.57178646,0.36036545,0.5698595,0.76259035,0.9220149,0.22681789,0.82147515,0.6075054,0.7958635,0.31366515,0.85762894,0.61595887,1.0,0.38799065,1.0,0.6229533,1.0,0.37717602,1.0,0.6071815,1.0,0.37198338,1.0,0.5348241,0.4239803,0.47229463,0.42864951,0.5544201,0.77875155,0.3476226,0.88657695,0.53643763,0.7406118,0.3716845,0.847033,0.5462201,0.74207854,0.368404,0.83350617,0.6202889,0.8021331,0.5534377,0.796521,0.50561476,0.7601756,0.47337005,0.73029655,0.4444253,0.70666575,0.5284487,0.7099851,0.4618748,0.7270712,0.42681208,0.7460381,0.40140915,0.766885,0.54929805,0.71777946,0.47469604,0.73416287,0.4331755,0.7570356,0.4025929,0.77857995,0.5704204,0.7369848,0.5019831,0.7467991,0.4603495,0.7654126,0.4291823,0.7833566,0.5889278,0.76652384,0.5520217,0.76484567,0.524977,0.76729333,0.5003565,0.7703761,0.33164907,0.85435975,0.38914582,0.870076,0.4294836,0.8809024,0.45850426,0.89283955,0.4879173,0.9005597,0.43602386,0.82429427,0.45514902,0.888903,0.43528205,0.9075789,0.41843086,0.9028303,0.40026185,0.82791346,0.42207232,0.91806734,0.4005351,0.9224488,0.3899825,0.90319574,0.3640979,0.8414622,0.3825294,0.9255675,0.36795372,0.9221357,0.3615998,0.90042436,0.33208025,0.85994744,0.34606498,0.91857964,0.34638298,0.9194566,0.3442309,0.9069669
1177843733,0.49933395,0.38674366,0.54161584,0.34749046,0.46301118,0.35139146,0.57692176,0.3668415,0.43917137,0.37370703,0.700935,0.5785879,0.35213256,0.5785068,0.77779967,0.9308472,0.22832297,0.8431276,0.65248984,0.8013348,0.312002,0.8593746,0.61360824,1.0,0.38864952,1.0,0.6443023,1.0,0.40065163,1.0,0.63242775,1.0,0.4006468,1.0,0.53496796,0.42383975,0.4723478,0.4275249,0.61344653,0.80060637,0.3416229,0.88673615,0.59233373,0.7637751,0.3688216,0.8489386,0.59439754,0.7604541,0.36678064,0.8386601,0.6557463,0.8302174,0.59665537,0.8136907,0.55789125,0.7763213,0.5327982,0.7473669,0.5062137,0.72626674,0.5872367,0.7228117,0.5393297,0.7481116,0.5115553,0.7769019,0.48966458,0.80052733,0.614511,0.7339071,0.56175786,0.763317,0.52897364,0.79703164,0.506231,0.82271445,0.64257556,0.7558747,0.59626526,0.77809775,0.5627465,0.8077153,0.53898394,0.82835436,0.6684425,0.7844203,0.63802767,0.79362,0.611667,0.8108997,0.5909875,0.8229086,0.30853036,0.85477656,0.36529678,0.87040716,0.40296564,0.8796144,0.4233654,0.89162827,0.4590295,0.89580977,0.40331015,0.8220499,0.43041992,0.8896735,0.41160116,0.9023547,0.39384568,0.89710575,0.3699389,0.8273708,0.3954418,0.90967685,0.37786233,0.91107845,0.3689064,0.8955944,0.3352003,0.84029037,0.35749587,0.9148142,0.34452492,0.9088408,0.34116212,0.8871696,0.3064388,0.8575568,0.31803504,0.90727186,0.3214485,0.9085382,0.32363024,0.8977311
1177844041,0.4978398,0.39054024,0.54119456,0.34963232,0.46168566,0.3541723,0.57650423,0.3680112,0.4415043,0.37427852,0.6997718,0.57882875,0.3610099,0.5753945,0.7792877,0.9269461,0.21973634,0.8401207,0.715306,0.82242924,0.29475284,0.8299725,0.60796976,1.0,0.39149708,1.0,0.6239821,1.0,0.37311527,1.0,0.6104405,1.0,0.377912,1.0,0.533983,0.42647374,0.4718048,0.42971572,0.6812716,0.808391,0.31648752,0.84699994,0.65698916,0.76887035,0.3393836,0.8121299,0.6551687,0.76937306,0.34100357,0.8057701,0.6983521,0.8257371,0.65285623,0.8247893,0.6130953,0.80114967,0.58559966,0.78331727,0.5574685,0.76131916,0.6457881,0.73114455,0.6162947,0.76585937,0.6082679,0.81373215,0.6056402,0.8473411,0.67600435,0.73640805,0.64173734,0.7779244,0.6326386,0.8325087,0.62980103,0.8671552,0.7018337,0.75534743,0.6706778,0.7909834,0.65701574,0.8395822,0.6510263,0.8712021,0.72139364,0.78101265,0.69839966,0.80255187,0.68522745,0.8346243,0.6775039,0.85699475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177844164,0.4979716,0.39110082,0.54120165,0.34965828,0.46325737,0.35517183,0.5775655,0.3680162,0.44157442,0.37542725,0.69950837,0.5851956,0.358676,0.5773859,0.790294,0.93452954,0.2193953,0.8400273,0.70790935,0.8250705,0.29417303,0.8150835,0.6100927,1.0,0.39166424,1.0,0.6359773,1.0,0.3853104,1.0,0.6182954,1.0,0.38363725,1.0,0.5346519,0.42676848,0.4725194,0.43001458,0.67601883,0.8070426,0.3130096,0.8372036,0.6562175,0.7700476,0.3397315,0.8034385,0.6540577,0.77134377,0.3415416,0.7977124,0.71314555,0.850438,0.6637717,0.83605444,0.6260501,0.8059104,0.60065013,0.78138685,0.5715443,0.7531371,0.6592401,0.72361434,0.62272495,0.76707625,0.6238146,0.81266266,0.6314915,0.84179544,0.69251394,0.72795534,0.6498935,0.77722365,0.6482265,0.8266774,0.6551727,0.8540965,0.72259367,0.74713564,0.678983,0.79126906,0.67049,0.83724123,0.6743187,0.86101365,0.7470446,0.7730123,0.71052265,0.7970449,0.6955191,0.8312551,0.6944937,0.849722,0.28879908,0.82204205,0.33604532,0.8251271,0.37401327,0.8269395,0.39859718,0.83044904,0.4183941,0.8339743,0.37642065,0.7639765,0.38810182,0.82836175,0.37515375,0.85069144,0.3628374,0.8443877,0.33789173,0.761754,0.3492621,0.84488773,0.3421476,0.85442615,0.33524752,0.841358,0.30263323,0.77850235,0.31703806,0.8536892,0.31613922,0.8612305,0.31233546,0.84730536,0.2736044,0.79917663,0.29129535,0.8581475,0.29495168,0.8652087,0.2919302,0.8533332
1177846761,0.46294916,0.40020218,0.50705314,0.3539787,0.44053146,0.36189428,0.56034815,0.3723354,0.43219796,0.38178542,0.70026493,0.5798329,0.35532054,0.5892509,0.7854954,0.9141213,0.23118901,0.83990717,0.72311145,0.85161185,0.29933044,0.8501202,0.6268664,1.0,0.40921876,1.0,0.64296097,1.0,0.40274572,1.0,0.6370877,1.0,0.4070325,1.0,0.50196236,0.43742117,0.4501341,0.4393935,0.69476163,0.8632535,0.31797913,0.8891042,0.6638915,0.8260203,0.34772232,0.8559945,0.6634525,0.81766576,0.35310844,0.84398896,0.7082664,0.8602188,0.6526578,0.8536613,0.6041765,0.8535105,0.5768179,0.8694127,0.5934429,0.88495183,0.6292688,0.78666687,0.6057452,0.8607733,0.6190796,0.87619245,0.62920165,0.86242944,0.6695452,0.79311055,0.6357656,0.8785929,0.6478502,0.8843887,0.6557486,0.8643205,0.7049012,0.8116143,0.66613334,0.89122486,0.67361987,0.8949438,0.68283653,0.8762258,0.732787,0.83479923,0.6967203,0.89314497,0.69774085,0.8959421,0.7060864,0.88157046,0.2849612,0.8573193,0.33983004,0.8742733,0.37546116,0.8874497,0.39354783,0.9012567,0.42432496,0.90628797,0.37801397,0.8370141,0.39661947,0.9136348,0.37839577,0.92177725,0.36256504,0.9124534,0.34280455,0.84269935,0.36394748,0.92960113,0.34787497,0.9269703,0.33926183,0.90811884,0.30600864,0.8552147,0.3282501,0.93480784,0.31730023,0.9249029,0.31400156,0.90102535,0.274756,0.8710148,0.28625393,0.9255007,0.29122734,0.92526424,0.29432642,0.9120276
1177846917,0.46844038,0.39655668,0.51360565,0.35098082,0.44404972,0.35946533,0.5626736,0.37111944,0.4327802,0.3807329,0.70330673,0.58422124,0.3589854,0.58863735,0.78200173,0.91173637,0.23532961,0.8399437,0.7249336,0.85312104,0.299454,0.8493339,0.62647,1.0,0.40914753,1.0,0.64262134,1.0,0.4008165,1.0,0.62909555,1.0,0.40208542,1.0,0.5090781,0.43553212,0.45318365,0.4376054,0.69671744,0.86432964,0.3159541,0.8878339,0.6646165,0.8280369,0.34616333,0.8555652,0.6636057,0.8196255,0.35257939,0.8438564,0.70891505,0.86141354,0.6556948,0.8546905,0.60667723,0.85460687,0.5757462,0.8701482,0.59237087,0.8859548,0.629366,0.78630745,0.604921,0.86094683,0.61930937,0.87875694,0.63198406,0.867672,0.6694703,0.79399174,0.6349745,0.8804274,0.64809406,0.88767755,0.65767664,0.86873454,0.7045225,0.8132644,0.66546166,0.89231676,0.67355543,0.89759195,0.6830728,0.88065183,0.7323026,0.8362238,0.69648904,0.8941938,0.69807154,0.8990024,0.7056897,0.886648,0.29067364,0.8581437,0.34377337,0.8739952,0.37940627,0.8861996,0.39622498,0.89900744,0.42290753,0.90267646,0.3769214,0.8353259,0.39936593,0.9027005,0.38304853,0.9158247,0.3679811,0.91137934,0.34349078,0.8403234,0.36419013,0.9249146,0.34955454,0.92734677,0.34128064,0.9105468,0.30694792,0.8520041,0.33022174,0.926992,0.32056296,0.92417234,0.31955463,0.9049299,0.2765362,0.8679303,0.28677815,0.91772556,0.29439104,0.9252739,0.30277765,0.91943824
1177847608,0.47932285,0.3902925,0.5227075,0.34900862,0.45038697,0.35308352,0.56534934,0.3709021,0.43442073,0.37783483,0.70075965,0.5845831,0.3586801,0.5880427,0.78216654,0.9096418,0.24293919,0.82639253,0.72275406,0.84666,0.30007946,0.84738624,0.6303087,1.0,0.41213906,1.0,0.62696785,1.0,0.41232106,1.0,0.6280487,1.0,0.41490474,1.0,0.5150778,0.43014023,0.4589145,0.43361023,0.6976007,0.85976857,0.32039773,0.8883505,0.66510266,0.82106966,0.35086238,0.85709304,0.6640067,0.8125067,0.35491088,0.844098,0.7089117,0.8580017,0.655732,0.850378,0.60714954,0.84936434,0.57884115,0.8660713,0.598907,0.88578105,0.6330506,0.77980036,0.60752773,0.8570558,0.6239404,0.8718264,0.6380055,0.85748386,0.67340654,0.7890515,0.6388294,0.87648237,0.6531835,0.87873936,0.663009,0.8566863,0.7085628,0.80946225,0.6697525,0.89027494,0.6785418,0.8903721,0.6873908,0.8699922,0.73627776,0.8334919,0.7002191,0.8920194,0.703511,0.8930707,0.7120087,0.87794733,0.29044393,0.8597926,0.34440026,0.8779194,0.37961066,0.8888013,0.3969824,0.8993041,0.42572322,0.90104795,0.3818328,0.83418256,0.39825577,0.9074462,0.3772017,0.9182976,0.3617115,0.9103174,0.34760776,0.8378814,0.3644401,0.9236898,0.34656438,0.92540526,0.33889428,0.9085051,0.31054413,0.848562,0.32862985,0.9267043,0.31778574,0.9235193,0.31725818,0.90322953,0.27770084,0.8635029,0.2846273,0.9097819,0.29253724,0.917846,0.2986842,0.91463554
1177848534,0.47841245,0.38884276,0.5190382,0.34653664,0.45412305,0.35285863,0.57174236,0.3673471,0.44523016,0.37545723,0.7065837,0.576922,0.38172022,0.56562907,0.7888055,0.91979223,0.2528487,0.7787952,0.69836813,0.82590747,0.27160266,0.7332729,0.61586416,1.0,0.4143143,1.0,0.63395494,1.0,0.39980337,1.0,0.62515664,1.0,0.41007775,1.0,0.5141487,0.4282298,0.46389127,0.42992592,0.6710787,0.84102446,0.2485234,0.7622984,0.63843435,0.80855435,0.29147255,0.7395732,0.6361358,0.79599416,0.3047689,0.7324988,0.71005803,0.8553665,0.6518273,0.8508076,0.60458916,0.8416659,0.56962466,0.84325355,0.5375388,0.8446261,0.6129246,0.77918816,0.5742612,0.835129,0.5731272,0.88118494,0.57909185,0.90874064,0.6471557,0.78725576,0.60153466,0.85832745,0.60127425,0.9019289,0.60891557,0.9221378,0.6802696,0.8096739,0.63339996,0.87290776,0.62604314,0.9093762,0.63035125,0.9256098,0.7088949,0.83684784,0.66745317,0.8817165,0.64833397,0.9086031,0.64086336,0.9210073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177848954,0.47449625,0.38880837,0.51236254,0.33895653,0.44835812,0.3532435,0.57276267,0.3569366,0.4409354,0.37407544,0.7272181,0.57068086,0.41200098,0.56460595,0.791375,0.8905401,0.36216062,0.8203453,0.6141333,0.9267496,0.34760684,0.8761055,0.6687766,1.0,0.48291647,1.0,0.67146164,1.0,0.43843046,1.0,0.6688287,1.0,0.50398606,1.0,0.5112311,0.425415,0.46419665,0.42953974,0.54450244,0.9626913,0.34877634,0.9183458,0.52707314,0.9244855,0.37364832,0.8821941,0.54251486,0.9097174,0.37627223,0.8774133,0.64523906,0.9207903,0.58631593,0.8967089,0.5237051,0.8988875,0.4706157,0.9097912,0.43111026,0.9197872,0.5015624,0.8747656,0.43665835,0.91642225,0.40564898,0.94732565,0.3849248,0.97087735,0.5240936,0.8920658,0.45056418,0.9401329,0.41278887,0.97413695,0.388122,1.0,0.55129623,0.918985,0.48604006,0.9649454,0.45194742,0.99526775,0.42753148,1.0,0.57976687,0.94988805,0.5349097,0.98810095,0.5152694,1.0,0.50043386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
